symptom,result,uu_id
心烦,您是否近期常感心中烦乱不安？,166
两胁胀满,您两胁部位是否有胀满的感觉？,166
善叹息,您是否经常不由自主地发出叹息声？,166
体重,您是否有体重下降的情况？,166
情志不抒,您是否发现自己近期情绪低沉？,166
情志不抒,您是否有情绪低落或抑郁的情况？,167
水肿休息后缓解,您的双下肢水肿是否在休息后有所缓解？,167
胸胁满闷,您有没有觉得胸胁部位闷胀不舒服？,167
疲乏,您是否感到身体疲乏无力？,167
乏力,您的食欲是否受到影响，出现食量减少或消化不良的情况？,167
尿量,小便量是否明显增多？,167
尿频或尿急,您是否有尿频、尿急的症状？,167
嗳气食少,您是否经历过打嗝连连，同时食欲不振，吃得比平时少？,167
脘腹痞满,您是否觉得胃腹部饱胀，有点顶的慌？,168
口干或口苦,是否觉得口中干涩或带有苦味？,168
恶心或呕吐,您近期感到恶心或者想呕吐吗？,168
尿痛,小便时是否感到疼痛或灼热感？,168
小便短黄,您是否观察到自己的小便量少且颜色偏黄？,168
纳呆,您是否有食欲不振的情况？,168
口干不欲饮,您有没有出现口干却不想饮水的情况？,168
纳呆,近期是否有胃口不好，吃东西不香的情况？,168
脘腹痞满,您是否觉得肚子里有东西堵着，不太舒服？,169
口干或口苦,您是否经常感到口腔干燥，或者嘴里有苦味？,169
恶心或呕吐,您近期是否在有恶心感时伴有呕吐的症状？,169
小便短黄,您的小便是否呈现短少且黄赤的情况？,169
小便不尽感,小便后是否感觉没有排空感，即仍有尿意？,169
体重,您是否有体重下降的情况？,169
口干不欲饮,您是否出现过口干却不想要喝水？,169
纳呆,您最近有没有觉得没有食欲？,169
脘腹痞满,您是否觉得胃腹部饱胀，有点顶的慌？,170
口干或口苦,您是否感觉口干口苦？,170
恶心或呕吐,您近期是否出现过恶心或者想呕吐的现象？,170
小便短黄,您有没有遇到小便短促且色泽发黄的症状？,170
纳呆,近期是否有胃口不好，吃东西不香的情况？,170
口干不欲饮,您是否出现过口干却不想要喝水？,170
体重,您是否有体重下降的情况？,170
尿色,您的尿液颜色是否异常？,170
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,171
尿色,您的尿液颜色是否异常？,171
心烦,您是否总是感觉心烦？,171
两胁胀满,您两胁部位是否有胀满的感觉？,171
善叹息,您日常中是否有频繁叹息的表现？,171
纳呆,您是否有消化不良的症状？,171
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,172
尿色,您的尿液颜色是否异常？,172
嗳气,您是否频繁地打嗝？,172
心烦,您有没有觉得心情烦躁，难以平静的情况？,172
两胁胀满,您最近是否两侧胁肋部有胀满感？,172
善叹息,是否发现自己常常无故叹息？,172
疲乏,您是否感到身体疲乏无力？,172
情志不抒,您近期是否常感觉心情不好？,172
反酸,您是否经常感到反酸？,173
反食,您有没有感觉到食物经常会反回到喉咙或口腔？,173
易饥,您是否常常觉得饥饿难耐，即便饮食规律？,173
嗳气,嗳气是否经常在饭后发生？,173
胸骨后疼痛,胸口中央靠后的位置，是否会疼痛？,173
易怒,您近期是否有易怒的表现，容易因小事而生气？,173
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,173
胃脘痞满,您的胃部是否有胀满感，且感觉食物难以消化？,173
疲乏,您是否感到身体疲乏无力？,173
胃脘疼痛,胃部有没有出现过疼痛的情况？,173
胃脘疼痛,您的胃上部有没有疼的感觉？,175
尿色,您的尿液颜色是否异常？,175
嗳气,您是否存在胃中不适，以打嗝形式排气的情况？,175
心烦,您是否感觉心中有热，烦扰不宁？,175
两胁胀满,您两侧胁肋部是否有胀满感？,175
善叹息,您是否经常不由自主地发出叹息声？,175
夜间盗汗,您是否容易出汗，尤其是夜间？,175
情志不抒,您是否总是感到心情不好？,175
嗳气,嗳气是否在情绪紧张或压力大时更加频繁？,176
溏滞,您是否经常遇到大便不成形，且排出困难的问题？,176
胃脘疼痛,有没有觉得胃的部位隐隐作痛？,176
反酸,您是否经常感到胃部不适或疼痛？,176
纳呆,是否觉得吃东西没有味道，不想吃东西？,176
失眠,您是否发现自己有失眠问题？,176
肠鸣,您是否经常会听到肚子里有咕噜咕噜的响声？,176
胃脘痞满,您是否经常感到胃部胀满，像有东西顶着一样？,176
口干,您是否经常感到口腔干燥？,176
口苦,您是否经常感觉口中泛苦？,176
呕吐,是否有过恶心并伴随呕吐的情况发生？,176
嘈杂,您是否感觉胸闷，心里乱？,176
反酸,您的饮食习惯是否偏重油腻或辛辣食物？,177
反食,您是否遭受过反食的困扰？,177
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,177
易饥,您是否经常感到饥饿，即使刚进食不久？,177
嗳气,嗳气时是否感觉有酸味或苦味？,177
胸骨后疼痛,胸口中央靠后的位置，是否会疼痛？,177
易怒,您是否觉得自己情绪不稳定，有易怒的倾向？,177
失眠,您近期有失眠的情况？,181
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,181
肠鸣,您是否经常会听到肚子里有咕噜咕噜的响声？,181
反酸,您的反酸症状是否在饭后加剧？,181
口干,您是否经常感觉口干，想喝水？,181
溏滞,您的大便是否偏软导致排便时感觉不爽快？,181
口苦,您是否感觉口中有苦味？,181
嗳气,您是否经常爱打嗝？,181
呕吐,您近期是否有过恶心呕吐的情况？,181
纳呆,近期是否有胃口不好，吃东西不香的情况？,181
不欲饮食,您最近是否不想吃东西？,181
失眠,失眠是否是您目前的一个症状？,182
胃脘疼痛,胃部有没有出现过疼痛的情况？,182
肠鸣,您是否经常会听到肚子里有咕噜咕噜的响声？,182
反酸,您是否感觉到反酸？,182
胃脘痞满,您是否经常感到胃部胀满，像有东西顶着一样？,182
口干,您是否经常感觉口干，想喝水？,182
溏滞,您是否存在大便质地松软且排出不顺畅的情况？,182
口苦,您是否经常感觉口中泛苦？,182
嗳气,您最近爱打嗝吗？,182
呕吐,是否有过恶心并伴随呕吐的情况发生？,182
恶心,您是否感到恶心想吐？,182
纳呆,您最近是否感觉食欲不振，消化能力不是很好？,182
不欲饮食,您最近是否常常感到厌食？,182
大便干结,您是否存在大便干结、排便费力的症状？,183
小便短赤,您的小便是否呈现短少并且赤黄的情况？,183
面赤,您是否觉得面部较热并伴随发红？,183
腹痛,您是否小腹不适？,183
腹胀,您的腹部是否有胀满感？,183
口干,您是否常感口干不适？,183
胃脘疼痛,胃部有没有出现过疼痛的情况？,184
嗳气,您是否有胃气上逆，伴随打嗝的情况？,184
胃脘痞满,您是否经常感到胃部胀满，像有东西顶着一样？,184
溏滞,您是否经常遇到大便不成形，且排出困难的问题？,184
不欲饮食,您是否有食物摆在面前也无心食用的情况？,184
失眠,您是否常有夜间难以入睡的情况？,184
肠鸣,您是否经常听到肚子里有咕噜咕噜的响声？,184
恶心,您是否有恶心的症状？,184
口干,您是否觉得口中干涩？,184
纳呆,是否觉得吃东西没有味道，不想吃东西？,184
口苦,您是否感到口苦？,184
呕吐,是否有过恶心并伴随呕吐的情况发生？,184
嘈杂,您是否感觉胸闷，心里乱？,184
嗳气,您最近爱打嗝吗？,185
溏滞,您的大便是否偏软导致排便时感觉不爽快？,185
反酸,您是否有过夜间反酸的情况？,185
胃脘疼痛,有没有觉得胃的部位隐隐作痛？,185
尿痛,小便时是否感到疼痛或灼热感？,185
纳呆,近期是否有胃口不好，吃东西不香的情况？,185
胃脘痞满,您是否觉得胃中堵塞？,185
口干,您是否经常感觉口干，想喝水？,185
嘈杂,您是否常感觉心里乱乱的？,185
失眠,您近期有失眠的情况？,185
肠鸣,您是否有时会听到肚子里咕噜咕噜的响声？,185
口苦,您是否感到口苦？,185
呕吐,您近期是否有过呕吐的症状？,185
神疲乏力,是否总是觉得疲惫不堪，精神萎靡？,185
饱胀,您是否感到腹部有胀满不适的感觉？,185
痞闷,您是否感到胸部有憋闷不适的感觉？,185
疲乏,是否稍微活动一下就感到累？,185
乏力懒言,您是否存在体力不支，不想说话的情况？,185
腹中隐痛,您是否感到肚子里有隐隐作痛？,185
排便无力,排便时，您是否觉得力不从心？,185
反食,您是否遭受过反食的困扰？,185
泛吐清水,您是否经常感觉口中有清水上涌？,185
大便干结,您是否存在大便干结、排便费力的症状？,185
烧心,您是否经历过餐后胃部向上至食道有烧灼样的不适感？,185
疲乏,您是否感到疲劳或精神不振？,186
尿痛,小便时是否感到疼痛或灼热感？,186
泛吐清水,您是否有口中频繁泛出清水的情况？,186
胃脘痞满,您是否经常感到胃部胀满，像有东西顶着一样？,186
四肢不温,您是否感觉手脚冰凉？,186
胃脘疼痛,您的胃上部有没有疼的感觉？,186
溏滞,您的大便是否偏软导致排便时感觉不爽快？,186
纳呆,您是否有消化不良的症状？,186
胃脘疼痛,有没有觉得胃的部位隐隐作痛？,187
反酸,您是否伴有嗳气或打嗝的现象？,187
胃脘痞满,您是否感觉胃部饱胀不适，有堵塞感？,187
溏滞,您的大便是否偏软导致排便时感觉不爽快？,187
不欲饮食,您是否感觉没有胃口，不想吃东西？,187
失眠,您是否经常经历躺床上后辗转反侧，无法安眠？,187
肠鸣,您是否经常听到肚子里有咕噜咕噜的响声？,187
口干,您是否常感口干不适？,187
口苦,您有没有口苦的症状？,187
呕吐,您近期是否出现恶心呕吐的情况？,187
嘈杂,您是否觉得心里乱糟糟的？,187
脘腹痞满,是否感觉胃腹部位有些堵塞，不够畅快？,188
口干或口苦,您有没有口干口苦的感觉？,188
恶心或呕吐,您近期是否在有恶心感时伴有呕吐的症状？,188
小便短黄,您有没有遇到小便短促且色泽发黄的症状？,188
尿痛,小便时是否感到疼痛或灼热感？,188
纳呆,您是否有食欲不振的情况？,188
口干不欲饮,您是否经常口干但是不想喝水？,188
纳呆,近期是否有胃口不好，吃东西不香的情况？,188
脘腹痞满,您的胃或腹部有没有觉得胀胀的，好像消化不了？,189
口干或口苦,您是否存在口干或者口苦的情况？,189
恶心或呕吐,您近期是否出现过恶心或者想呕吐的现象？,189
小便短黄,您的小便是否呈现短少且黄赤的情况？,189
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,189
体重,您是否有体重下降的情况？,189
口干不欲饮,您是否经常口干但是不想喝水？,189
纳呆,您是否感觉食欲不振，不思饮食？,189
大便干结,您是否感觉大便质地干硬，难以顺畅排出？,190
小便短赤,您的小便是否呈现短少并且赤黄的情况？,190
面赤,有没有发现自己脸颊泛红？,190
腹痛,腹部是否有疼痛感？,190
腹胀,您是否感觉腹部胀满？,190
口干,您是否经常感觉口干，想喝水？,190
胃脘疼痛,有没有觉得胃的部位隐隐作痛？,191
嗳气,您最近爱打嗝吗？,191
胃脘痞满,您的胃是否总感觉饱饱的，不太舒服？,191
溏滞,您是否经常遇到大便不成形，且排出困难的问题？,191
不欲饮食,您是否感觉没有胃口，不想吃东西？,191
失眠,您是否常有夜间难以入睡的情况？,191
肠鸣,您是否有时会听到肚子里有咕噜咕噜的响声？,191
口干,您是否觉得口中干涩？,191
纳呆,您最近有没有觉得没有食欲？,191
口苦,您是否感觉口中有苦味？,191
呕吐,是否有过恶心并伴随呕吐的情况发生？,191
恶心,您是否感到恶心想吐？,191
嘈杂,您近期是否感到心里比较乱？,191
反酸,您是否出现过反酸的症状？,192
反食,您是否存在反胃的情况？,192
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,192
易饥,您是否出现频繁感到饥饿的症状？,192
嗳气,嗳气时是否感觉有酸味或苦味？,192
胸骨后疼痛,您有没有觉得胸骨背后隐隐作痛？,192
易怒,您是否发现自己比以往更容易动怒？,192
胃脘痞满,您是否觉得胃中堵塞？,192
疲乏,您是否感到身体疲乏无力？,192
胃脘疼痛,您的胃上部有没有疼的感觉？,192
失眠,您近期有失眠的情况？,193
反酸,您是否经常感到反酸？,193
嗳气,您最近爱打嗝吗？,193
嘈杂,您是否常感觉心里乱乱的？,193
胃脘疼痛,您是否有时会感到胃部疼痛难受？,193
肠鸣,您是否有时会听到肚子里有咕噜咕噜的响声？,193
胃脘痞满,您是否感觉胃部饱胀不适，有堵塞感？,193
口干,您有无口干口燥，唾液少的症状？,193
溏滞,您是否发现自己大便形态松散，且伴有排便阻滞感？,193
呕吐,是否有过恶心并伴随呕吐的情况发生？,193
纳呆,您最近有没有觉得没有食欲？,193
不欲饮食,您最近是否不想吃东西？,193
心烦,您是否总是感觉心烦？,193
胸背痛,您是否感到胸部和背部有疼痛感？,193
反食,您是否经历过进食后食物上涌的现象？,193
胁肋胀痛,您是否感到两侧肋骨胀痛？,193
烧心,您是否经历过餐后胃部向上至食道有烧灼样的不适感？,193
易饥,您是否有容易饥饿，食后不久又感饥饿的情况？,193
咽干,您有没有觉得咽干，需要频繁吞咽来缓解？,193
脘腹痞满,您是否觉得肚子里有东西堵着，不太舒服？,194
口干或口苦,您是否经常感到口腔干燥，或者嘴里有苦味？,194
恶心或呕吐,您是否感到恶心想呕吐？,194
尿色,您的尿液颜色是否异常？,194
小便短黄,您有没有遇到小便短促且色泽发黄的症状？,194
疲乏,您是否感到身体疲乏无力？,194
口干不欲饮,您是否出现过口干却不想要喝水？,194
纳呆,近期是否有胃口不好，吃东西不香的情况？,194
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,195
嗳气,嗳气是否伴随有消化不良或食欲不振？,195
胃脘痞满,您是否觉得胃中堵塞？,195
溏滞,您是否发现自己大便形态松散，且伴有排便阻滞感？,195
不欲饮食,您最近是否常常感到厌食？,195
失眠,您是否常有夜间难以入睡的情况？,195
口苦,您有没有口苦的症状？,195
反食,您是否遭受过反食的困扰？,195
烧心,您是否经历过餐后胃部向上至食道有烧灼样的不适感？,195
易饥,您是否出现频繁感到饥饿的症状？,195
胸骨后疼痛,胸骨后部位是否时不时会疼？,195
易怒,您是否发现自己比以往更容易动怒？,195
小便不尽感,小便后是否感觉没有排空感，即仍有尿意？,195
纳呆,您是否有食欲不振的情况？,195
胃脘疼痛,您的胃上部有没有疼的感觉？,196
反酸,您是否伴有嗳气或打嗝的现象？,196
胃脘痞满,您的胃是否总感觉饱饱的，不太舒服？,196
溏滞,您是否存在大便质地松软且排出不顺畅的情况？,196
不欲饮食,您是否感觉没有胃口，不想吃东西？,196
失眠,您是否常有夜间难以入睡的情况？,196
肠鸣,您是否经常听到肚子里有咕噜咕噜的响声？,196
口干,您是否常感口干不适？,196
纳呆,您最近是否感觉食欲不振，消化能力不是很好？,196
口苦,口中是否感觉有苦味？,196
呕吐,您近期是否有过呕吐的症状？,196
恶心,您是否感到恶心想吐？,196
嘈杂,您近期是否感到心里比较乱？,196
胃脘疼痛,您的胃上部有没有疼的感觉？,197
嗳气,您是否频繁地打嗝？,197
不欲饮食,您最近是否常常感到厌食？,197
胃脘痞满,您是否经常感到胃部胀满，像有东西顶着一样？,197
溏滞,您是否发现自己大便形态松散，且伴有排便阻滞感？,197
嘈杂,您是否感觉胸闷，心里乱？,197
失眠,您是否经常经历躺床上后辗转反侧，无法安眠？,197
肠鸣,您是否经常听到肚子里有咕噜咕噜的响声？,197
恶心,是否感到胃部不适，有恶心之感？,197
口干,您有无口干口燥，唾液少的症状？,197
纳呆,近期是否有胃口不好，吃东西不香的情况？,197
口苦,您是否感到口苦？,197
呕吐,您近期是否出现恶心呕吐的情况？,197
胃脘疼痛,您的胃上部有没有疼的感觉？,198
嗳气,嗳气是否在情绪紧张或压力大时更加频繁？,198
不欲饮食,您是否有食物摆在面前也无心食用的情况？,198
胃脘痞满,您的胃是否总感觉饱饱的，不太舒服？,198
溏滞,您是否经常遇到大便不成形，且排出困难的问题？,198
失眠,您是否发现自己有失眠问题？,198
口干,您是否经常感到口腔干燥？,198
口苦,口中是否感觉有苦味？,198
嘈杂,您是否觉得心里乱糟糟的？,198
肠鸣,您是否有时会听到肚子里有咕噜咕噜的响声？,198
呕吐,您近期是否有过呕吐的症状？,198
纳呆,您是否感觉食欲不振，不思饮食？,198
心烦,是否经常出现心烦意乱，情绪难以自控的症状？,198
胸背痛,您是否感到胸部和背部有疼痛感？,198
反食,您是否经常出现食物反流的症状？,198
胁肋胀痛,是否觉得两侧肋骨胀痛难忍？,198
烧心,您有烧心的感觉吗？,198
易饥,您是否有容易饥饿，食后不久又感饥饿的情况？,198
咽干,咽干的症状，近期是否出现过？,198
脘腹痞满,是否感觉胃腹部位有些堵塞，不够畅快？,199
口干或口苦,您有没有口干口苦的感觉？,199
恶心或呕吐,您近期是否出现过恶心或者想呕吐的现象？,199
小便短黄,您的小便是否短黄，即量少而色深？,199
尿色,您的尿液颜色是否异常？,199
纳呆,您是否有食欲不振的情况？,199
口干不欲饮,您是否经常口干但是不想喝水？,199
失眠,您是否发现自己有失眠问题？,200
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,200
肠鸣,您是否有时会听到肚子里咕噜咕噜的响声？,200
反酸,您是否有过夜间反酸的情况？,200
胃脘痞满,您是否经常感到胃部胀满，像有东西顶着一样？,200
口干,您是否觉得口中干涩？,200
溏滞,您的大便是否偏软导致排便时感觉不爽快？,200
口苦,您有没有口苦的症状？,200
嗳气,您最近爱打嗝吗？,200
恶心,您是否有恶心的症状？,200
纳呆,您最近是否感觉食欲不振，消化能力不是很好？,200
不欲饮食,您最近是否不想吃东西？,200
脘腹痞满,您是否感到胃部或腹部有胀满不适的感觉？,201
口干或口苦,您是否感觉口干口苦？,201
恶心或呕吐,您近期是否出现过恶心或者想呕吐的现象？,201
小便短黄,您的小便是否呈现短少且黄赤的情况？,201
尿色,您的尿液颜色是否异常？,201
疲乏,您是否感到身体疲乏无力？,201
口干不欲饮,您有没有出现口干却不想饮水的情况？,201
纳呆,您最近有没有觉得没有食欲？,201
心烦,您有没有觉得心情烦躁，难以平静的情况？,202
胸背痛,您是否经历过胸背部疼痛的情况？,202
失眠,您是否经常经历躺床上后辗转反侧，无法安眠？,202
反食,您是否存在反胃的情况？,202
反酸,您是否感觉到反酸？,202
烧心,您有烧心的感觉吗？,202
易饥,您是否常常觉得饥饿难耐，即便饮食规律？,202
口苦,口中是否感觉有苦味？,202
嗳气,您是否频繁地打嗝？,202
咽干,咽干的症状，近期是否出现过？,202
胃胀,您是否经常感到胃胀或打嗝？,203
尿色,您的尿液颜色是否异常？,203
泛吐清水,您是否经常感觉口中有清水上涌？,203
胃脘痞满,您是否觉得胃中堵塞？,203
四肢不温,您是否经常感到四肢发凉？,203
胃脘疼痛,有没有觉得胃的部位隐隐作痛？,203
溏滞,您是否经常遇到大便不成形，且排出困难的问题？,203
疲乏,近期您是否经常觉得困倦，想休息？,203
体重,您是否有体重下降的情况？,203
脘腹痞满,是否感觉胃腹部位有些堵塞，不够畅快？,204
口干或口苦,您是否经常感到口腔干燥，或者嘴里有苦味？,204
恶心或呕吐,您是否感到恶心或者想呕吐？,204
尿痛,小便时是否感到疼痛或灼热感？,204
小便短黄,您的小便是否短黄，即量少而色深？,204
纳呆,您是否感觉食欲不振，不思饮食？,204
口干不欲饮,您是否经常口干但是不想喝水？,204
夜间盗汗,您是否容易出汗，尤其是夜间？,204
胃脘疼痛,胃部有没有出现过疼痛的情况？,205
尿频,您是否有尿频的症状？,205
嗳气,您是否存在胃中不适，以打嗝形式排气的情况？,205
心烦,是否经常出现心烦意乱，情绪难以自控的症状？,205
两胁胀满,您是否感到两侧肋骨下方有胀满不适感？,205
善叹息,您是否经常不由自主地发出叹息声？,205
疲乏,您是否感到身体疲乏无力？,205
情志不抒,您是否觉得自己近期心情烦闷？,205
两胁胀满每因情志不畅而发作或加重,您两胁胀满的症状是否常在心情不好时发作或加剧？,205
脘腹痞满,您是否感到胃部或腹部有胀满不适的感觉？,206
口干或口苦,您有没有口干口苦的感觉？,206
恶心或呕吐,您近期感到恶心或者想呕吐吗？,206
小便短黄,您的小便是否短黄，即量少而色深？,206
纳呆,近期是否有胃口不好，吃东西不香的情况？,206
口干不欲饮,您是存在口干但并没有想去喝水的想法？,206
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,207
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,207
嗳气,您是否有胃气上逆，伴随打嗝的情况？,207
心烦,您是否近期常感心中烦乱不安？,207
两胁胀满,您两胁部位是否有胀满的感觉？,207
疲乏,您是否感到疲劳或精神不振？,208
尿色,您的尿液颜色是否异常？,208
泛吐清水,您是否出现过不自觉地口吐清水的症状？,208
胃脘痞满,您是否感觉胃部饱胀不适，有堵塞感？,208
四肢不温,您较他人是否更加怕冷，总是手脚冰凉？,208
胃脘疼痛,胃部有没有出现过疼痛的情况？,208
溏滞,您是否存在大便质地松软且排出不顺畅的情况？,208
疲乏,您是否感觉体力不如以前，容易疲乏？,208
体重,您是否有体重下降的情况？,208
胃脘疼痛,胃部有没有出现过疼痛的情况？,209
反酸,您是否经常感到反酸？,209
溏滞,您是否发现自己大便形态松散，且伴有排便阻滞感？,209
不欲饮食,您是否感觉没有胃口，不想吃东西？,209
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,209
胃脘痞满,您的胃部是否有胀满感，且感觉食物难以消化？,209
嘈杂,您是否常感觉心里乱乱的？,209
失眠,您是否发现自己有失眠问题？,209
肠鸣,您是否有时会听到肚子里咕噜咕噜的响声？,209
恶心,您是否有恶心的症状？,209
口干,您是否经常感觉口干，想喝水？,209
口苦,您有没有口苦的症状？,209
纳呆,您最近有没有觉得没有食欲？,209
反酸,您有没有过反酸的经历？,210
反食,您是否遭受过反食的困扰？,210
易饥,您是否出现频繁感到饥饿的症状？,210
嗳气,您最近爱打嗝吗？,210
胸骨后疼痛,胸骨后部位是否时不时会疼？,210
易怒,您是否经常感到情绪烦躁，容易发火？,210
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,210
胃脘痞满,您的胃是否总感觉饱饱的，不太舒服？,210
疲乏,您是否感到身体疲乏无力？,210
胃脘疼痛,胃部有没有出现过疼痛的情况？,210
胃脘疼痛,您的胃上部有没有疼的感觉？,211
尿急,您是否有尿急的情况，即突然强烈的小便欲望？,211
嗳气,您嗳气时是否伴有胃部不适或疼痛？,211
心烦,您是否总是感觉心烦？,211
两胁胀满,您是否感到两侧肋骨下方有胀满不适感？,211
两胁胀满每因情志不畅而发作或加重,您两胁胀满的症状是否常在心情不好时发作或加剧？,211
善叹息,您是否爱叹气？,211
纳呆,您是否有消化不良的症状？,211
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,212
尿色,您的尿液颜色是否异常？,212
心烦,是否经常出现心烦意乱，情绪难以自控的症状？,212
两胁胀满,您是否感到两侧肋骨下方有胀满不适感？,212
善叹息,近期您是否容易出现频繁叹气的情况？,212
夜间盗汗,您是否容易出汗，尤其是夜间？,212
情志不抒,您是否总是感到心情不好？,212
反酸,您是否出现过反酸的症状？,213
嗳气,嗳气时是否感觉有酸味或苦味？,213
胃脘疼痛,您的胃上部有没有疼的感觉？,213
溏滞,您是否有大便质地稀薄，排便不畅的情况？,213
不欲饮食,您最近是否不想吃东西？,213
腹痛发作与情绪变化有关,腹痛时，是否常伴随情绪波动出现？,213
高血压或心脏病史,您是否有高血压或心脏病史？,213
胸胁胀闷,您是否经历过胸部与胁肋胀闷的情况？,213
尿痛,小便时是否伴有疼痛或灼热感？,213
腹痛即泻泻后痛减,您是否有时会突然腹痛，然后腹泻，腹泻之后腹痛就有所好转？,213
口干不欲饮,您是否经常感到口渴，饮水量增多？,213
嗳气食少,您是否经常感觉饭量减少，还会频繁打嗝？,213
嗳气,您是否有胃气上逆，伴随打嗝的情况？,214
溏滞,您是否有大便质地稀薄，排便不畅的情况？,214
反酸,您是否出现过反酸的症状？,214
胃脘疼痛,您是否有时会感到胃部疼痛难受？,214
胃脘痞满,您是否觉得胃中堵塞？,214
失眠,您近期有失眠的情况？,214
肠鸣,您是否有时会听到肚子里咕噜咕噜的响声？,214
恶心,您目前是否有恶心想吐的感觉？,214
口干,您是否经常感觉口干，想喝水？,214
纳呆,您是否感觉食欲不振，不思饮食？,214
口苦,您是否经常感觉口中泛苦？,214
嘈杂,您是否感觉胸闷，心里乱？,214
胃脘疼痛,胃部有没有出现过疼痛的情况？,215
尿色,您的尿液颜色是否异常？,215
嗳气,您是否频繁地打嗝？,215
心烦,您是否总是感觉心烦？,215
两胁胀满,您两胁处是否有胀满不适的感觉？,215
两胁胀满每因情志不畅而发作或加重,心情不好时，您是否会感到两侧胁肋部有胀满感加重？,215
善叹息,您是否爱叹气？,215
疲乏,您是否感到身体疲乏无力？,215
情志不抒,您近期是否感觉心情不舒畅？,215
失眠,您是否经常经历躺床上后辗转反侧，无法安眠？,216
胃脘疼痛,您是否经常感到胃部不适，有疼痛感？,216
肠鸣,您是否经常听到肚子里有咕噜咕噜的响声？,216
反酸,您是否存在反酸的不适感？,216
口干,您是否经常感到口腔干燥？,216
溏滞,您是否经常遇到大便不成形，且排出困难的问题？,216
口苦,您是否感到口苦？,216
恶心,您是否有恶心的症状？,216
纳呆,您最近是否感觉食欲不振，消化能力不是很好？,216
不欲饮食,您是否感觉没有胃口，不想吃东西？,216
胃脘疼痛,您的胃上部有没有疼的感觉？,217
反酸,您是否出现过反酸的症状？,217
胃脘痞满,您是否感觉胃部饱胀不适，有堵塞感？,217
溏滞,您是否发现自己大便形态松散，且伴有排便阻滞感？,217
不欲饮食,您最近是否常常感到厌食？,217
失眠,您近期有失眠的情况？,217
肠鸣,您是否有时会听到肚子里有咕噜咕噜的响声？,217
恶心,您是否有恶心的症状？,217
口干,您是否经常感觉口干，想喝水？,217
纳呆,是否觉得吃东西没有味道，不想吃东西？,217
口苦,您有没有口苦的症状？,217
嘈杂,您是否感觉胸闷，心里烦？,217
胃脘疼痛,您的胃上部有没有疼的感觉？,218
嗳气,嗳气是否经常在饭后发生？,218
胃脘痞满,您的胃是否总感觉饱饱的，不太舒服？,218
溏滞,您的大便是否偏软导致排便时感觉不爽快？,218
不欲饮食,您是否感觉没有胃口，不想吃东西？,218
失眠,失眠是否是您目前的一个症状？,218
肠鸣,您是否经常会听到肚子里有咕噜咕噜的响声？,218
恶心,是否感到胃部不适，有恶心之感？,218
口干,您是否经常感到口腔干燥？,218
纳呆,您最近是否感觉食欲不振，消化能力不是很好？,218
口苦,您是否感觉口中有苦味？,218
呕吐,您近期是否有过恶心呕吐的情况？,218
嘈杂,您是否感觉胸闷，心里烦？,218
胃脘疼痛,胃部有没有出现过疼痛的情况？,219
反酸,您是否存在反酸的不适感？,219
胃脘痞满,您是否感觉胃部饱胀不适，有堵塞感？,219
溏滞,您是否存在大便质地松软且排出不顺畅的情况？,219
不欲饮食,您近期是否食欲不振？,219
失眠,您近期有失眠的情况？,219
肠鸣,您是否经常会听到肚子里有咕噜咕噜的响声？,219
恶心,您目前是否有恶心想吐的感觉？,219
口干,您是否经常感到口腔干燥？,219
口苦,口中是否感觉有苦味？,219
嘈杂,您是否感觉胸闷，心里烦？,219
反食,您是否存在反胃的情况？,219
胸骨后疼痛,您是否感到胸口正中后面有疼痛感？,219
易怒,您是否容易感到愤怒，难以控制自己的情绪？,219
尿痛,小便时是否感到疼痛或灼热感？,219
烧心,您是否经常感到胃部有灼热感？,219
易饥,您是否经常感到饥饿，即使刚进食不久？,219
反酸,您是否经常感到反酸？,220
反食,您是否经历过进食后食物上涌的现象？,220
尿痛,小便时是否感到疼痛或灼热感？,220
易饥,您是否出现频繁感到饥饿的症状？,220
嗳气,您是否存在胃中不适，以打嗝形式排气的情况？,220
胸骨后疼痛,您是否感到胸口正中后面有疼痛感？,220
易怒,您是否经常感到情绪烦躁，容易发火？,220
胃脘痞满,您的胃是否总感觉饱饱的，不太舒服？,220
疲乏,您是否感到身体疲乏无力？,220
胃脘疼痛,有没有觉得胃的部位隐隐作痛？,220
失眠,您是否经常经历躺床上后辗转反侧，无法安眠？,221
胃脘疼痛,您是否有时会感到胃部疼痛难受？,221
肠鸣,您是否有时会听到肚子里有咕噜咕噜的响声？,221
反酸,您是否伴有嗳气或打嗝的现象？,221
胃脘痞满,您是否感觉胃部饱胀不适，有堵塞感？,221
